FMA Code,SBP Code,Price,Change,,,,
GOPIS-25-09-12-2025,GIS (VRR) -22,100.24,-0.01,,,As Per the SECP Direction 24 of 2024,
GOPIS-26-20-01-2026,GIS (FRR) -07,99.47,0.01,,,Tenor,PKISRV Rates (Yields)
GOPIS-27-06-10-2026,GIS (FRR) -08,98.86,0.05,,,1 - Month,9.85%
GOPIS-28-06-10-2026,GIS (VRR) -23,101.06,-0.02,,,3 - Month,9.81%
GOPIS-29-29-10-2026,GIS (VRR) -24,101.03,-0.02,,,6 - Month,9.90%
GOPIS-30-15-12-2026,GIS (FRR) -11,101.40,-0.02,,,9 - Month,10.07%
GOPIS-31-27-04-2027,GIS (VRR) -25,101.56,-0.02,,,1 - Year,10.53%
GOPIS-32-27-04-2027,GIS (FRR) -12,103.23,0.00,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.61,-0.01,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,102.84,0.03,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.22,-0.01,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,105.27,-0.34,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,106.69,-0.21,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.12,-0.03,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.18,-0.01,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,114.12,0.00,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.62,0.00,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.42,0.00,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.10,-0.18,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,113.20,-0.04,,,,
