FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.25,-0.02,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.34,-0.01,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.35,-0.02,,,1 - Month,10.46%
GOPIS-23-29-07-2025,GIS (VRR) -21,100.03,-0.02,,,3 - Month,10.57%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.94,0.00,,,6 - Month,11.25%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.54,0.00,,,9 - Month,11.86%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.29,0.00,,,1 - Year,11.15%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.15,0.00,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,101.16,-0.09,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,100.88,-0.13,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,101.00,0.00,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,101.26,-0.28,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.76,0.00,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.45,-0.30,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.22,0.00,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.41,-0.05,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.63,0.00,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,108.72,-0.06,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.46,-0.09,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,103.77,-0.29,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.70,0.00,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.84,-0.25,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,102.07,-0.39,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.90,-0.14,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,111.01,-0.21,,,,
