GOPIS-FRR,17-Apr-26, 101.35 , -   , 101.50 , 101.50 , 102.00 , 101.50 , 101.80 , 101.35 , 101.53 
GOPIS-FRR,26-Jun-26, 106.00 , -   , 106.00 , 106.00 , 104.50 , 105.75 , 105.00 , 105.75 , 105.70 
GOPIS-VRR,12-Jul-26, 100.20 , -   , 101.50 , 102.25 , 101.25 , 100.50 , 100.50 , 101.25 , 101.00 
GOPIS-VRR,6-Oct-26, 102.00 , -   , 102.25 , 102.10 , 102.00 , 101.85 , 101.90 , 102.00 , 102.00 
GOPIS-FRR,6-Oct-26, 87.00 , -   , 88.00 , 90.00 , 83.50 , 87.00 , 88.50 , 87.00 , 87.50 
GOPIS-VRR,29-Oct-26, 101.60 , -   , 102.25 , 102.05 , 102.10 , 102.00 , 101.50 , 101.75 , 101.90 
GOPIS-VRR,4-Dec-26, 100.50 , -   , 101.00 , 101.25 , 100.50 , 101.00 , 102.50 , 100.75 , 100.90 
GOPIS-FRR,4-Dec-26, 100.70 , -   , 101.00 , 102.00 , 100.90 , 100.00 , 101.30 , 101.00 , 100.98 
GOPIS-FRR,15-Dec-26, 98.90 , -   , 93.75 , 94.00 , 96.00 , 95.75 , 93.50 , 95.00 , 94.90 
GOPIS-VRR,27-Apr-27, 102.75 , -   , 103.00 , 102.85 , 103.00 , 102.70 , 103.50 , 102.70 , 102.86 
GOPIS-FRR,27-Apr-27, 90.50 , -   , 91.00 , 93.50 , 91.00 , 91.00 , 91.50 , 91.00 , 91.10 
GOPIS-VRR,26-Oct-27, 100.35 , -   , 102.75 , 102.85 , 102.00 , 102.50 , 102.75 , 102.25 , 102.45 
GOPIS-FRR,16-Nov-27, 90.45 , -   , 90.50 , 90.50 , 91.00 , 91.00 , 91.00 , 90.50 , 90.70 
GOPIS-VRR,26-Jun-28, 106.25 , -   , 106.75 , 106.00 , 104.00 , 106.50 , 103.20 , 106.75 , 105.90 
GOPIS-FRR,20-Sep-28, 101.75 , -   , 102.00 , 102.00 , 101.70 , 101.60 , 104.00 , 101.75 , 101.84 
GOPIS-VRR,4-Dec-28, 104.25 , -   , 104.75 , 104.85 , 105.00 , 104.75 , 104.75 , 104.75 , 104.77 
GOPIS-FRR,4-Dec-28, 101.50 , -   , 101.50 , 101.00 , 101.50 , 101.50 , 101.80 , 101.50 , 101.50 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
