FMA Code,SBP Code,Price,Change,,,,
GOPIS-25-09-12-2025,GIS (VRR) -22,100.19,0.00,,,As Per the SECP Direction 24 of 2024,
GOPIS-26-20-01-2026,GIS (FRR) -07,99.51,0.00,,,Tenor,PKISRV Rates (Yields)
GOPIS-27-06-10-2026,GIS (FRR) -08,99.03,0.00,,,1 - Month,9.96%
GOPIS-28-06-10-2026,GIS (VRR) -23,100.61,-0.01,,,3 - Month,9.65%
GOPIS-29-29-10-2026,GIS (VRR) -24,100.62,-0.01,,,6 - Month,9.78%
GOPIS-30-15-12-2026,GIS (FRR) -11,101.34,0.00,,,9 - Month,10.00%
GOPIS-31-27-04-2027,GIS (VRR) -25,100.99,-0.02,,,1 - Year,11.03%
GOPIS-32-27-04-2027,GIS (FRR) -12,103.21,0.00,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.02,-0.03,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,102.88,0.00,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.22,0.00,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,104.83,0.00,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,106.08,0.00,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.12,0.01,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.18,0.00,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,114.12,0.00,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.57,-0.04,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.30,0.00,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.91,0.00,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,113.23,0.00,,,,
