FMA Code,SBP Code,Price,Change,,,,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.04,0.00,,,As Per the SECP Direction 24 of 2024,
GOPIS-22-24-06-2025,GIS (VRR) -20,100.08,0.00,,,Tenor,PKISRV Rates (Yields)
GOPIS-23-29-07-2025,GIS (VRR) -21,100.09,-0.01,,,1 - Month,10.49%
GOPIS-24-29-07-2025,GIS (FRR) -04,99.42,0.04,,,3 - Month,10.61%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.37,0.04,,,6 - Month,11.70%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.45,0.00,,,9 - Month,11.27%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.50,-0.02,,,1 - Year,11.39%
GOPIS-28-06-10-2026,GIS (VRR) -23,101.05,0.05,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,101.00,-0.04,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,100.42,0.23,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,101.43,0.04,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.82,-0.02,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.17,0.08,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.78,0.01,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.22,0.01,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,106.54,0.05,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,107.84,0.37,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.14,0.06,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,102.79,-0.02,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.85,0.00,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.65,-0.02,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.60,0.02,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.00,0.40,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,112.97,0.12,,,,
