FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.12,-0.01,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.18,-0.01,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.28,-0.05,,,1 - Month,10.54%
GOPIS-23-29-07-2025,GIS (VRR) -21,99.93,-0.03,,,3 - Month,10.51%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.98,0.01,,,6 - Month,11.66%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.33,-0.07,,,9 - Month,11.32%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.45,0.14,,,1 - Year,11.39%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.36,0.02,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,100.19,-0.10,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,100.29,-0.15,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,100.75,-0.21,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,100.37,-0.20,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.43,0.01,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,100.46,-0.17,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.18,0.15,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.26,-0.07,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.27,-0.15,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,108.33,-0.22,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.11,-0.08,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,102.82,-0.15,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,112.06,0.52,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.19,-0.07,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,100.56,-0.07,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.30,-0.04,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,111.10,0.32,,,,
