FMA Code,SBP Code,Price,Change,,,,
GOPIS-25-09-12-2025,GIS (VRR) -22,100.27,0.00,,,As Per the SECP Direction 24 of 2024,
GOPIS-26-20-01-2026,GIS (FRR) -07,99.37,0.01,,,Tenor,PKISRV Rates (Yields)
GOPIS-27-06-10-2026,GIS (FRR) -08,98.22,0.00,,,1 - Month,9.96%
GOPIS-28-06-10-2026,GIS (VRR) -23,101.11,0.00,,,3 - Month,9.99%
GOPIS-29-29-10-2026,GIS (VRR) -24,101.09,0.00,,,6 - Month,10.02%
GOPIS-30-15-12-2026,GIS (FRR) -11,101.44,0.00,,,9 - Month,10.18%
GOPIS-31-27-04-2027,GIS (VRR) -25,101.64,0.01,,,1 - Year,10.32%
GOPIS-32-27-04-2027,GIS (FRR) -12,102.83,0.02,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.76,0.00,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,102.31,0.00,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.21,-0.01,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,106.41,0.08,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,107.18,0.01,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.12,0.00,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.21,0.01,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,114.19,-0.01,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.59,0.00,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.38,0.00,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.61,0.01,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,113.39,-0.01,,,,
