FMA Code,SBP Code,Price,Change,,,,
GOPIS-25-09-12-2025,GIS (VRR) -22,100.27,0.00,,,As Per the SECP Direction 24 of 2024,
GOPIS-26-20-01-2026,GIS (FRR) -07,99.40,0.00,,,Tenor,PKISRV Rates (Yields)
GOPIS-27-06-10-2026,GIS (FRR) -08,98.51,0.09,,,1 - Month,9.91%
GOPIS-28-06-10-2026,GIS (VRR) -23,101.13,0.00,,,3 - Month,9.90%
GOPIS-29-29-10-2026,GIS (VRR) -24,101.10,0.00,,,6 - Month,9.96%
GOPIS-30-15-12-2026,GIS (FRR) -11,101.45,0.00,,,9 - Month,10.12%
GOPIS-31-27-04-2027,GIS (VRR) -25,101.66,0.01,,,1 - Year,10.43%
GOPIS-32-27-04-2027,GIS (FRR) -12,103.19,0.02,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.77,0.00,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,102.55,0.20,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.23,0.00,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,106.20,-0.08,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,107.15,-0.06,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.13,0.00,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.25,0.00,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,114.06,-0.12,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.59,0.00,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.41,0.00,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.48,-0.02,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,113.29,-0.10,,,,
