FMA Code,SBP Code,Price,Change,,,,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.10,0.00,,,As Per the SECP Direction 24 of 2024,
GOPIS-22-24-06-2025,GIS (VRR) -20,100.11,0.01,,,Tenor,PKISRV Rates (Yields)
GOPIS-23-29-07-2025,GIS (VRR) -21,99.94,-0.01,,,1 - Month,10.60%
GOPIS-24-29-07-2025,GIS (FRR) -04,99.20,0.00,,,3 - Month,11.17%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.39,-0.01,,,6 - Month,11.73%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.35,-0.03,,,9 - Month,11.30%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.26,0.00,,,1 - Year,11.41%
GOPIS-28-06-10-2026,GIS (VRR) -23,100.31,-0.02,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,100.26,0.01,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,100.20,0.02,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,100.50,-0.01,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.26,0.08,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,100.65,0.01,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,100.70,-0.18,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.20,0.01,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,106.57,-0.25,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,107.77,-0.05,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.13,-0.01,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,102.79,0.04,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.80,-0.08,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.54,-0.02,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,100.49,-0.01,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.27,-0.03,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,111.06,-0.16,,,,
