FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.49,-0.03,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.67,-0.01,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.53,0.00,,,1 - Month,10.70%
GOPIS-23-29-07-2025,GIS (VRR) -21,100.47,0.01,,,3 - Month,10.42%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.60,0.04,,,6 - Month,17.71%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.76,0.02,,,9 - Month,13.50%
GOPIS-26-20-01-2026,GIS (FRR) -07,97.93,0.15,,,1 - Year,18.86%
GOPIS-27-06-10-2026,GIS (FRR) -08,96.86,0.11,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,102.28,0.08,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,101.77,0.01,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,101.16,0.00,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,102.86,0.04,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.80,0.07,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,102.98,0.08,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.27,0.22,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.63,0.06,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.77,-0.05,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,109.85,-0.03,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.88,-0.02,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.65,0.02,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.89,0.14,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,101.81,-0.07,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,104.04,0.03,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.05,0.02,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,111.69,-0.23,,,,
