FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.15,-0.03,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.20,-0.03,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.30,-0.05,,,1 - Month,10.79%
GOPIS-23-29-07-2025,GIS (VRR) -21,99.97,-0.02,,,3 - Month,10.39%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.96,-0.13,,,6 - Month,11.42%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.51,-0.07,,,9 - Month,11.59%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.30,-0.04,,,1 - Year,11.23%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.12,-0.05,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,100.51,-0.20,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,100.63,-0.20,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,100.96,0.00,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,100.98,-0.46,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.63,0.00,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.15,-0.21,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.12,-0.06,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.38,-0.08,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.63,-0.05,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,108.70,-0.17,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.29,-0.21,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,103.18,-0.43,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.64,-0.19,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.53,-0.21,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,100.91,-0.19,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.83,-0.09,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,110.92,-0.18,,,,
