FMA Code,SBP Code,Price,Change,,,,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.06,0.00,,,As Per the SECP Direction 24 of 2024,
GOPIS-22-24-06-2025,GIS (VRR) -20,100.08,0.00,,,Tenor,PKISRV Rates (Yields)
GOPIS-23-29-07-2025,GIS (VRR) -21,100.09,-0.01,,,1 - Month,10.53%
GOPIS-24-29-07-2025,GIS (FRR) -04,99.35,0.02,,,3 - Month,10.60%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.36,0.00,,,6 - Month,11.68%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.46,0.11,,,9 - Month,11.24%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.45,0.10,,,1 - Year,11.38%
GOPIS-28-06-10-2026,GIS (VRR) -23,100.66,0.04,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,100.72,0.00,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,100.14,0.02,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,101.23,0.10,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.63,0.08,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.15,0.01,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.58,0.13,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.24,0.01,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,106.40,-0.14,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,107.44,0.02,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.13,-0.03,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,102.92,-0.04,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.91,0.00,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.70,0.00,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.50,0.23,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.66,0.13,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,112.81,1.31,,,,
