FMA Code,SBP Code,Price,Change,,,,
GOPIS-25-09-12-2025,GIS (VRR) -22,100.29,-0.01,,,As Per the SECP Direction 24 of 2024,
GOPIS-26-20-01-2026,GIS (FRR) -07,99.36,0.16,,,Tenor,PKISRV Rates (Yields)
GOPIS-27-06-10-2026,GIS (FRR) -08,98.32,0.34,,,1 - Month,9.95%
GOPIS-28-06-10-2026,GIS (VRR) -23,101.14,-0.02,,,3 - Month,9.97%
GOPIS-29-29-10-2026,GIS (VRR) -24,101.12,-0.02,,,6 - Month,10.00%
GOPIS-30-15-12-2026,GIS (FRR) -11,101.47,-0.01,,,9 - Month,10.16%
GOPIS-31-27-04-2027,GIS (VRR) -25,101.65,0.01,,,1 - Year,10.29%
GOPIS-32-27-04-2027,GIS (FRR) -12,102.84,0.05,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.78,-0.06,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,102.40,0.09,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.23,-0.01,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,106.30,-0.24,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,107.33,-0.05,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.15,-0.04,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.23,0.05,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,114.18,0.15,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.61,0.01,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.41,0.00,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.63,-0.03,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,113.45,0.02,,,,
