FMA Code,SBP Code,Price,Change,,,,
GOPIS-23-29-07-2025,GIS (VRR) -21,100.01,-0.01,,,As Per the SECP Direction 24 of 2024,
GOPIS-24-29-07-2025,GIS (FRR) -04,99.66,0.00,,,Tenor,PKISRV Rates (Yields)
GOPIS-25-09-12-2025,GIS (VRR) -22,100.32,-0.01,,,1 - Month,10.58%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.49,0.00,,,3 - Month,11.17%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.68,0.00,,,6 - Month,12.04%
GOPIS-28-06-10-2026,GIS (VRR) -23,101.08,0.00,,,9 - Month,11.19%
GOPIS-29-29-10-2026,GIS (VRR) -24,101.00,0.02,,,1 - Year,11.29%
GOPIS-30-15-12-2026,GIS (FRR) -11,101.23,0.02,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,101.37,0.01,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,102.50,0.05,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.51,0.00,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,102.21,0.00,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.26,0.01,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,106.67,0.00,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,107.79,-0.06,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.20,0.00,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.16,0.00,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.85,0.00,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.62,0.00,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.38,0.00,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.60,0.00,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,113.35,0.00,,,,
