FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.27,-0.01,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.35,-0.01,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.37,-0.02,,,1 - Month,10.29%
GOPIS-23-29-07-2025,GIS (VRR) -21,100.05,0.00,,,3 - Month,10.55%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.94,0.01,,,6 - Month,11.21%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.54,-0.02,,,9 - Month,11.85%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.29,0.05,,,1 - Year,11.09%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.15,0.07,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,101.25,-0.21,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,101.01,-0.25,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,101.00,-0.10,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,101.54,-0.35,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.76,0.00,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.75,-0.26,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.22,0.23,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.46,-0.03,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.63,0.06,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,108.78,0.00,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.55,-0.17,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.06,-0.19,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.70,0.36,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,101.09,-0.20,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,102.46,-0.60,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.04,0.10,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,111.22,0.00,,,,
