FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.46,-0.02,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.67,0,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.53,0,,,1 - Month,10.89%
GOPIS-23-29-07-2025,GIS (VRR) -21,100.38,0,,,3 - Month,10.39%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.6,0,,,6 - Month,10.42%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.76,0,,,9 - Month,11.34%
GOPIS-26-20-01-2026,GIS (FRR) -07,97.94,0,,,1 - Year,10.92%
GOPIS-27-06-10-2026,GIS (FRR) -08,96.86,0,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,102.28,0,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,101.75,0,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,101.16,0,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,102.86,0,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.8,0,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,102.98,0,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.27,0,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.62,0,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.76,0,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,109.83,-0.01,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.88,0,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.6,-0.05,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.88,0,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,101.8,-0.01,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,104.04,0,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.04,0,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,111.57,0,,,,
