FMA Code,SBP Code,Price,Change,,,,
GOPIS-25-09-12-2025,GIS (VRR) -22,100.16,-0.03,,,As Per the SECP Direction 24 of 2024,
GOPIS-26-20-01-2026,GIS (FRR) -07,99.49,-0.02,,,Tenor,PKISRV Rates (Yields)
GOPIS-27-06-10-2026,GIS (FRR) -08,99.08,0.01,,,1 - Month,10.09%
GOPIS-28-06-10-2026,GIS (VRR) -23,100.58,0.00,,,3 - Month,9.66%
GOPIS-29-29-10-2026,GIS (VRR) -24,100.55,-0.05,,,6 - Month,9.80%
GOPIS-30-15-12-2026,GIS (FRR) -11,101.29,-0.05,,,9 - Month,9.99%
GOPIS-31-27-04-2027,GIS (VRR) -25,100.90,-0.02,,,1 - Year,11.13%
GOPIS-32-27-04-2027,GIS (FRR) -12,103.16,-0.05,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,100.94,-0.03,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,102.85,-0.03,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.20,-0.02,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,104.78,-0.05,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,105.94,-0.10,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.12,0.00,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.10,-0.08,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,114.12,0.00,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.51,-0.05,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.28,0.01,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.80,-0.11,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,113.23,0.00,,,,
