FMA Code,SBP Code,Price,Change,,,,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.04,-0.02,,,As Per the SECP Direction 24 of 2024,
GOPIS-22-24-06-2025,GIS (VRR) -20,100.08,0.00,,,Tenor,PKISRV Rates (Yields)
GOPIS-23-29-07-2025,GIS (VRR) -21,100.10,0.01,,,1 - Month,10.54%
GOPIS-24-29-07-2025,GIS (FRR) -04,99.38,0.03,,,3 - Month,10.57%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.33,-0.03,,,6 - Month,11.74%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.45,-0.01,,,9 - Month,11.29%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.52,0.07,,,1 - Year,11.43%
GOPIS-28-06-10-2026,GIS (VRR) -23,101.00,0.34,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,101.04,0.32,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,100.19,0.05,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,101.39,0.16,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.84,0.21,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.09,-0.06,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.77,0.19,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.21,-0.03,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,106.49,0.09,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,107.47,0.03,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.08,-0.05,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,102.81,-0.11,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.85,-0.06,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.67,-0.03,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.58,0.08,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.60,-0.06,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,112.85,0.04,,,,
