FMA Code,SBP Code,Price,Change,,,,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.02,0.00,,,As Per the SECP Direction 24 of 2024,
GOPIS-22-24-06-2025,GIS (VRR) -20,100.09,0.00,,,Tenor,PKISRV Rates (Yields)
GOPIS-23-29-07-2025,GIS (VRR) -21,100.09,-0.02,,,1 - Month,10.27%
GOPIS-24-29-07-2025,GIS (FRR) -04,99.47,0.00,,,3 - Month,10.63%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.37,0.00,,,6 - Month,11.76%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.48,0.02,,,9 - Month,11.26%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.59,0.09,,,1 - Year,11.36%
GOPIS-28-06-10-2026,GIS (VRR) -23,101.12,0.00,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,101.18,0.06,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,101.33,0.24,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,101.50,0.01,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,102.04,0.23,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.33,0.04,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.93,0.12,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.22,-0.02,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,106.61,0.07,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,108.10,0.10,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.17,0.01,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,102.78,0.00,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.85,0.00,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.65,-0.01,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.63,0.00,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.51,0.30,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,112.94,-0.04,,,,
