FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.21,0.00,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.27,0.00,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.33,-0.04,,,1 - Month,10.40%
GOPIS-23-29-07-2025,GIS (VRR) -21,100.00,-0.01,,,3 - Month,10.45%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.93,-0.01,,,6 - Month,11.35%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.51,-0.07,,,9 - Month,11.76%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.30,-0.04,,,1 - Year,11.19%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.16,-0.05,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,100.61,-0.26,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,100.73,-0.20,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,100.96,-0.02,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,101.13,-0.34,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.63,-0.08,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,101.22,-0.18,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.12,-0.06,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.38,-0.08,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.63,-0.05,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,108.71,-0.17,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.40,-0.10,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,103.38,-0.35,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.65,-0.18,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.68,-0.12,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,101.40,-0.48,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.85,-0.09,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,110.97,-0.13,,,,
