, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
 ,9-Jul-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY,MATURITY,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPK,AVG. RATE
,,,,,,,,,,
GOPIS-VRR,12-Jul-24, 100.20 , 100.01 , 100.05 , 100.05 , 100.06 , 100.00 , 100.05 , 100.05 , 100.06 
GOPIS-FRR,12-Jul-24, 100.00 , 100.01 , 100.05 , 100.05 , 100.05 , 100.00 , 100.05 , 100.05 , 100.02 
GOPIS-VRR,7-Aug-24, 100.10 , 100.07 , 99.95 , 99.90 , 100.08 , 100.08 , 99.00 , 99.95 , 100.08 
GOPIS-FRR,7-Aug-24, 100.00 , 100.10 , 100.00 , 100.00 , 100.00 , 100.05 , 100.00 , 100.00 , 100.03 
GOPIS-VRR,20-Sep-24, 100.00 , 99.50 , 100.00 , 100.00 , 100.00 , 99.75 , 100.00 , 100.00 , 100.00 
GOPIS-FRR,20-Sep-24, 100.00 , 100.70 , 100.40 , 100.40 , 100.40 , 100.53 , 100.35 , 100.35 , 100.46 
GOPIS-VRR,9-Oct-24, 100.35 , 100.25 , 100.04 , 101.20 , 100.25 , 100.30 , 100.00 , 100.25 , 100.30 
GOPIS-FRR,9-Oct-24, 100.70 , 100.65 , 100.75 , 100.75 , 100.67 , 100.65 , 100.70 , 100.75 , 100.65 
GOPIS-VRR,4-Dec-24, 100.40 , 100.40 , 99.90 , 100.00 , 100.30 , 100.40 , 99.90 , 99.90 , 100.38 
GOPIS-VRR,30-Apr-25, 98.95 , 99.50 , 99.30 , 99.40 , 99.25 , 99.25 , 99.00 , 99.50 , 99.34 
GOPIS-VRR,29-May-25, 99.40 , 99.75 , 99.50 , 99.50 , 99.80 , 100.20 , 99.50 , 99.40 , 99.74 
GOPIS-VRR,24-Jun-25, 99.25 , 99.65 , 99.75 , 99.80 , 100.00 , 99.65 , 99.80 , 99.80 , 99.72 
GOPIS-VRR,29-Jul-25, 101.00 , 99.90 , 99.95 , 99.90 , 99.89 , 99.90 , 99.90 , 99.90 , 99.97 
GOPIS-FRR,29-Jul-25, 90.50 , 91.00 , 84.10 , 84.00 , 90.50 , 89.50 , 84.00 , 84.00 , 90.30 
GOPIS-VRR,9-Dec-25, 101.00 , 100.50 , 100.90 , 100.90 , 100.85 , 100.60 , 100.90 , 100.90 , 100.74 
GOPIS-VRR,5-Jan-26, 99.00 , 99.50 , 99.00 , 99.00 , 99.00 , 99.00 , 99.50 , 99.00 , 99.15 
GOPIS-FRR,20-Jan-26, 88.50 , 89.00 , 84.00 , 84.00 , 89.00 , 89.00 , 84.00 , 84.00 , 88.85 
GOPIS-FRR,17-Apr-26, 101.30 , 101.00 , 100.45 , 100.50 , 101.50 , 101.50 , 100.50 , 100.50 , 101.26 
GOPIS-FRR,26-Jun-26, 102.30 , 103.00 , 103.00 , 103.00 , 103.00 , 103.00 , 103.00 , 103.00 , 102.99 
GOPIS-VRR,12-Jul-26, 100.00 , 100.25 , 100.00 , 100.00 , 100.20 , 100.50 , 100.20 , 100.00 , 100.31 
GOPIS-VRR,6-Oct-26, 101.00 , 100.00 , 100.80 , 100.75 , 100.60 , 100.25 , 100.20 , 100.90 , 100.51 
GOPIS-FRR,6-Oct-26, 86.90 , 87.00 , 84.00 , 84.00 , 87.00 , 87.00 , 84.00 , 84.00 , 86.98 
GOPIS-VRR,29-Oct-26, 101.20 , 101.75 , 100.25 , 100.25 , 101.00 , 101.50 , 100.25 , 100.25 , 101.14 
GOPIS-VRR,4-Dec-26, 99.65 , 100.00 , 99.65 , 99.60 , 99.75 , 100.00 , 99.60 , 99.60 , 99.85 
GOPIS-FRR,4-Dec-26, 98.80 , 100.40 , 100.20 , 100.05 , 99.00 , 100.40 , 101.55 , 100.20 , 99.72 
GOPIS-FRR,15-Dec-26, 98.90 , 89.00 , 87.00 , 87.00 , 90.10 , 90.00 , 87.00 , 87.00 , 89.82 
GOPIS-VRR,27-Apr-27, 101.50 , 101.50 , 100.75 , 100.80 , 101.25 , 101.50 , 100.40 , 100.80 , 101.20 
GOPIS-FRR,27-Apr-27, 90.40 , 90.00 , 88.50 , 89.00 , 90.00 , 90.50 , 88.50 , 89.00 , 90.28 
GOPIS-VRR,26-Oct-27, 100.25 , 100.75 , 100.25 , 100.30 , 101.00 , 101.50 , 100.25 , 100.25 , 100.72 
GOPIS-FRR,16-Nov-27, 90.45 , 90.00 , 89.00 , 89.00 , 90.50 , 90.50 , 89.00 , 89.00 , 90.39 
GOPIS-VRR,26-Jun-28, 103.00 , 103.00 , 102.90 , 102.90 , 103.10 , 103.00 , 102.50 , 103.00 , 103.02 
GOPIS-FRR,20-Sep-28, 101.75 , 101.50 , 101.75 , 101.75 , 102.00 , 102.00 , 101.70 , 101.70 , 101.74 
GOPIS-VRR,4-Dec-28, 100.40 , 100.70 , 100.00 , 100.00 , 100.30 , 100.50 , -   , 100.00 , 100.51 
GOPIS-FRR,4-Dec-28, 101.50 , 101.25 , 100.50 , 100.50 , 100.50 , 101.00 , -   , 100.50 , 101.20 
