FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.31,-0.12,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.52,-0.03,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.48,-0.05,,,1 - Month,10.99%
GOPIS-23-29-07-2025,GIS (VRR) -21,100.09,-0.07,,,3 - Month,10.29%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.79,0.13,,,6 - Month,11.06%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.66,-0.05,,,9 - Month,11.65%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.16,0.01,,,1 - Year,10.94%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.07,0.00,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,101.85,-0.02,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,101.49,-0.16,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,101.16,0.00,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,102.61,-0.24,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.66,-0.21,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,102.35,-0.18,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.27,0.00,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.55,0.00,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.69,-0.01,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,108.72,-0.18,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.88,0.00,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.60,0.00,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.85,-0.01,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,101.62,-0.04,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,103.66,-0.02,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.07,0.00,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,111.25,0.00,,,,
