FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.28,-0.03,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.38,-0.14,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.48,0.00,,,1 - Month,10.70%
GOPIS-23-29-07-2025,GIS (VRR) -21,100.06,-0.03,,,3 - Month,10.80%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.92,0.13,,,6 - Month,11.12%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.68,0.02,,,9 - Month,11.64%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.16,0.00,,,1 - Year,10.94%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.07,0.00,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,101.85,0.00,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,101.46,-0.03,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,101.16,0.00,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,102.56,-0.05,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.66,0.00,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,102.35,0.00,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.27,0.00,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.55,0.00,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.69,0.00,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,108.72,0.00,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.88,0.00,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.60,0.00,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.85,0.00,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,101.57,-0.05,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,103.66,0.00,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.07,0.00,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,111.25,0.00,,,,
