FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.45,0.00,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.57,-0.04,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.53,0.03,,,1 - Month,10.23%
GOPIS-23-29-07-2025,GIS (VRR) -21,100.26,-0.07,,,3 - Month,10.39%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.66,0.10,,,6 - Month,10.69%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.69,0.00,,,9 - Month,11.49%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.08,0.29,,,1 - Year,11.04%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.18,0.40,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,101.99,-0.21,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,101.69,-0.02,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,101.14,-0.02,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,102.79,-0.04,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,102.00,0.27,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,102.63,-0.05,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.60,0.56,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.53,-0.03,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.83,0.04,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,109.64,-0.21,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.57,-0.33,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,104.54,-0.04,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,112.06,0.35,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,101.74,-0.14,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,103.95,0.00,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,107.26,0.26,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,111.72,-0.07,,,,
