FMA Code,SBP Code,Price,Change,,,,
GOPIS-20-30-04-2025,GIS (VRR) -18,100.13,-0.05,,,As Per the SECP Direction 24 of 2024,
GOPIS-21-29-05-2025,GIS (VRR) -19,100.19,-0.02,,,Tenor,PKISRV Rates (Yields)
GOPIS-22-24-06-2025,GIS (VRR) -20,100.33,-0.13,,,1 - Month,10.57%
GOPIS-23-29-07-2025,GIS (VRR) -21,99.96,-0.04,,,3 - Month,10.27%
GOPIS-24-29-07-2025,GIS (FRR) -04,98.97,0.01,,,6 - Month,11.55%
GOPIS-25-09-12-2025,GIS (VRR) -22,100.40,-0.19,,,9 - Month,11.32%
GOPIS-26-20-01-2026,GIS (FRR) -07,98.31,0.69,,,1 - Year,11.30%
GOPIS-27-06-10-2026,GIS (FRR) -08,97.34,0.74,,,,
GOPIS-28-06-10-2026,GIS (VRR) -23,100.29,-0.54,,,,
GOPIS-29-29-10-2026,GIS (VRR) -24,100.44,-0.46,,,,
GOPIS-30-15-12-2026,GIS (FRR) -11,100.96,0.03,,,,
GOPIS-31-27-04-2027,GIS (VRR) -25,100.57,-1.02,,,,
GOPIS-32-27-04-2027,GIS (FRR) -12,101.42,0.17,,,,
GOPIS-33-26-10-2027,GIS (VRR) - 26,100.63,-0.99,,,,
GOPIS-34-16-11-2027,GIS (FRR) - 14,101.03,0.49,,,,
GOPIS-35-05-01-2026,GIS (VRR) - 27,100.33,-0.15,,,,
GOPIS-43-17-04-2026,GIS (FRR) - 21,107.42,0.04,,,,
GOPIS-48-26-06-2026,GIS (FRR) - 24,108.55,-0.40,,,,
GOPIS-54-12-07-2026,GIS (VRR) - 36,101.19,-0.35,,,,
GOPIS-55-26-06-2028,GIS (VRR) - 34,102.97,-0.82,,,,
GOPIS-61-20-09-2028,GIS (FRR) - 31,111.54,0.44,,,,
GOPIS-65-04-12-2026,GIS (VRR) - 41,100.26,-0.21,,,,
GOPIS-66-04-12-2028,GIS (VRR) - 42,100.63,-0.26,,,,
GOPIS-67-04-12-2026,GIS (FRR) - 33,106.34,-0.25,,,,
GOPIS-68-04-12-2028,GIS (FRR) - 34,110.78,0.11,,,,
